From: Smith-Martin et al. (2019) Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. Ecology 100:e02827,,,,,,,,,,
These data are summaries of data available online with the article:,,,,,,,,,,
mean_MPa is pre-dawn leaf water potential; it is the mean from replicate trees in replicate plots which were not watered.,,,,,,,,,,
Photo.umolCO2 is CO2 flux into a leaf; it is a  measure of photosynthetic rate,,,,,,,,,,
,,,,,,,,,,
Plot,Tag,Season,Month,Treatment,Habit,Species,PredawnMPa,MiddayMPa,MiddayMinusPredawnMPa,Photo.umolCO2
4,349,dry,Apr,unwatered,tree,Crescentiacujete,-1.572,-1.831,-0.259,NA
4,324,dry,Apr,unwatered,tree,Dipteryxoleifera,-2.716,-3.042,-0.326,NA
4,382,dry,Apr,unwatered,tree,Dipteryxoleifera,-1.87,-4.107,-2.237,NA
4,400,dry,Apr,unwatered,tree,Huracrepitans,-0.672,-1.152,-0.48,NA
4,313,dry,Apr,unwatered,tree,Swieteniamacrophylla,-1.003,-2.512,-1.509,NA
4,388,dry,Apr,unwatered,tree,Swieteniamacrophylla,-2.87,-4.932,-2.062,NA
4,319,dry,Apr,unwatered,tree,Terminaliaamazonia,-2.416,-3.211,-0.795,NA
4,358,dry,Apr,unwatered,tree,Terminaliaamazonia,-1.3,-2,-0.7,NA
4,306,dry,Mar,unwatered,liana,Callichlamyslatifolia,-0.297,-1.524,-1.227,NA
4,394,dry,Mar,unwatered,liana,Callichlamyslatifolia,-0.574,-1.558,-0.984,NA
4,306,dry,Mar,unwatered,liana,Callichlamyslatifolia,-0.543,-1.841,-1.298,6.86
4,320,dry,Mar,unwatered,liana,Davillakunthii,-0.782,-1.922,-1.14,NA
4,330,dry,Mar,unwatered,liana,Davillakunthii,-1.868,-2.231,-0.363,NA
4,320,dry,Mar,unwatered,liana,Davillakunthii,-0.161,-3.178,-3.017,7.51
4,318,dry,Mar,unwatered,liana,Doliocarpusmajor,-1,-3.463,-2.463,NA
4,329,dry,Mar,unwatered,liana,Doliocarpusmajor,-1.102,-3.801,-2.699,NA
4,318,dry,Mar,unwatered,liana,Doliocarpusmajor,-0.372,-3.444,-3.072,2.72
4,359,dry,Mar,unwatered,liana,Machaeriummilleflorum,-0.156,-1.802,-1.646,NA
4,397,dry,Mar,unwatered,liana,Machaeriummilleflorum,-0.825,-2.106,-1.281,NA
4,359,dry,Mar,unwatered,liana,Machaeriummilleflorum,-0.426,-2.65,-2.224,12.5
4,383,dry,Mar,unwatered,liana,Maripapanamensis,-0.202,-1.582,-1.38,NA
4,385,dry,Mar,unwatered,liana,Maripapanamensis,-0.513,-1.864,-1.351,NA
4,385,dry,Mar,unwatered,liana,Maripapanamensis,-0.731,-1.409,-0.678,2.18
4,363,dry,Mar,unwatered,liana,Paulliniapinnata,-0.628,-2.394,-1.766,NA
4,389,dry,Mar,unwatered,liana,Paulliniapinnata,-0.972,-2.336,-1.364,NA
4,389,dry,Mar,unwatered,liana,Paulliniapinnata,-0.5,-2.173,-1.673,3.37
4,302,dry,Mar,unwatered,tree,Crescentiacujete,-0.953,-1.503,-0.55,NA
4,349,dry,Mar,unwatered,tree,Crescentiacujete,-1.767,-3.007,-1.24,NA
4,349,dry,Mar,unwatered,tree,Crescentiacujete,-1.769,-2.879,-1.11,2.17
4,324,dry,Mar,unwatered,tree,Dipteryxoleifera,-1.597,-3.9,-2.303,NA
4,382,dry,Mar,unwatered,tree,Dipteryxoleifera,-0.782,-0.93,-0.148,NA
4,324,dry,Mar,unwatered,tree,Dipteryxoleifera,-1.68,-3.781,-2.101,5.37
4,400,dry,Mar,unwatered,tree,Huracrepitans,-0.406,-0.702,-0.296,NA
4,400,dry,Mar,unwatered,tree,Huracrepitans,-0.57,-1.308,-0.738,4.22
4,313,dry,Mar,unwatered,tree,Swieteniamacrophylla,-1.334,-2.904,-1.57,NA
4,388,dry,Mar,unwatered,tree,Swieteniamacrophylla,-1.635,-1.689,-0.054,NA
4,388,dry,Mar,unwatered,tree,Swieteniamacrophylla,-2.34,-3.689,-1.349,1.48
4,319,dry,Mar,unwatered,tree,Terminaliaamazonia,-2.173,-3.208,-1.035,NA
4,358,dry,Mar,unwatered,tree,Terminaliaamazonia,-1.374,-2.144,-0.77,NA
4,319,dry,Mar,unwatered,tree,Terminaliaamazonia,-1.163,-2.866,-1.703,3.37
4,306,transition,May,unwatered,liana,Callichlamyslatifolia,-0.251,-0.451,-0.2,NA
4,394,transition,May,unwatered,liana,Callichlamyslatifolia,-0.225,-1.177,-0.952,NA
4,320,transition,May,unwatered,liana,Davillakunthii,-0.098,-1.002,-0.904,NA
4,330,transition,May,unwatered,liana,Davillakunthii,-0.294,-1.186,-0.892,NA
4,318,transition,May,unwatered,liana,Doliocarpusmajor,-0.22,-1.087,-0.867,NA
4,329,transition,May,unwatered,liana,Doliocarpusmajor,-0.145,-0.967,-0.822,NA
4,359,transition,May,unwatered,liana,Machaeriummilleflorum,-0.395,-0.432,-0.037,NA
4,397,transition,May,unwatered,liana,Machaeriummilleflorum,-0.431,-0.548,-0.117,NA
4,383,transition,May,unwatered,liana,Maripapanamensis,-0.301,-1.001,-0.7,NA
4,385,transition,May,unwatered,liana,Maripapanamensis,-0.125,-0.574,-0.449,NA
4,363,transition,May,unwatered,liana,Paulliniapinnata,-0.155,-1.723,-1.568,NA
4,389,transition,May,unwatered,liana,Paulliniapinnata,-0.381,-1.232,-0.851,NA
4,302,transition,May,unwatered,tree,Crescentiacujete,-0.491,-1.247,-0.756,NA
4,349,transition,May,unwatered,tree,Crescentiacujete,-0.625,-1.263,-0.638,NA
4,324,transition,May,unwatered,tree,Dipteryxoleifera,-0.277,-0.604,-0.327,NA
4,382,transition,May,unwatered,tree,Dipteryxoleifera,-0.431,-0.792,-0.361,NA
4,400,transition,May,unwatered,tree,Huracrepitans,-0.69,-1.208,-0.518,NA
4,313,transition,May,unwatered,tree,Swieteniamacrophylla,-0.764,-0.942,-0.178,NA
4,388,transition,May,unwatered,tree,Swieteniamacrophylla,-0.643,-1.643,-1,NA
4,319,transition,May,unwatered,tree,Terminaliaamazonia,-0.321,-1.274,-0.953,NA
4,358,transition,May,unwatered,tree,Terminaliaamazonia,-0.26,-0.737,-0.477,NA
4,306,wet,Oct,unwatered,liana,Callichlamyslatifolia,-0.246,-1.238,-0.992,13.8
4,320,wet,Oct,unwatered,liana,Davillakunthii,-0.073,-0.533,-0.46,15.7
4,318,wet,Oct,unwatered,liana,Doliocarpusmajor,-0.232,-0.662,-0.43,7.36
4,359,wet,Oct,unwatered,liana,Machaeriummilleflorum,-0.213,-1.024,-0.811,18.1
4,385,wet,Oct,unwatered,liana,Maripapanamensis,-0.154,-1.594,-1.44,11.6
4,389,wet,Oct,unwatered,liana,Paulliniapinnata,-0.585,-0.905,-0.32,13.1
4,349,wet,Oct,unwatered,tree,Crescentiacujete,-0.118,-1.716,-1.598,9.28
4,324,wet,Oct,unwatered,tree,Dipteryxoleifera,-0.129,-1.573,-1.444,8.65
4,400,wet,Oct,unwatered,tree,Huracrepitans,-0.325,-0.661,-0.336,17.9
4,388,wet,Oct,unwatered,tree,Swieteniamacrophylla,-0.254,-0.763,-0.509,12
4,319,wet,Oct,unwatered,tree,Terminaliaamazonia,-0.146,-1.171,-1.025,7.25
4,306,wet,Sep,unwatered,liana,Callichlamyslatifolia,-0.207,-1.888,-1.681,NA
4,394,wet,Sep,unwatered,liana,Callichlamyslatifolia,-0.197,-1.46,-1.263,NA
4,320,wet,Sep,unwatered,liana,Davillakunthii,-0.192,-0.972,-0.78,NA
4,330,wet,Sep,unwatered,liana,Davillakunthii,-0.098,-0.787,-0.689,NA
4,318,wet,Sep,unwatered,liana,Doliocarpusmajor,-0.144,-1.717,-1.573,NA
4,329,wet,Sep,unwatered,liana,Doliocarpusmajor,-0.11,-0.502,-0.392,NA
4,359,wet,Sep,unwatered,liana,Machaeriummilleflorum,-0.318,-1.443,-1.125,NA
4,397,wet,Sep,unwatered,liana,Machaeriummilleflorum,-0.133,-1.335,-1.202,NA
4,383,wet,Sep,unwatered,liana,Maripapanamensis,-0.125,-1.391,-1.266,NA
4,385,wet,Sep,unwatered,liana,Maripapanamensis,-0.065,-1.256,-1.191,NA
4,363,wet,Sep,unwatered,liana,Paulliniapinnata,-0.329,-0.893,-0.564,NA
4,389,wet,Sep,unwatered,liana,Paulliniapinnata,-0.489,-2.146,-1.657,NA
4,302,wet,Sep,unwatered,tree,Crescentiacujete,-0.054,-1.188,-1.134,NA
4,349,wet,Sep,unwatered,tree,Crescentiacujete,-0.389,-1.485,-1.096,NA
4,324,wet,Sep,unwatered,tree,Dipteryxoleifera,-0.39,-0.489,-0.099,NA
4,382,wet,Sep,unwatered,tree,Dipteryxoleifera,-0.099,-1.432,-1.333,NA
4,400,wet,Sep,unwatered,tree,Huracrepitans,-0.288,-0.752,-0.464,NA
4,313,wet,Sep,unwatered,tree,Swieteniamacrophylla,-0.318,-0.439,-0.121,NA
4,388,wet,Sep,unwatered,tree,Swieteniamacrophylla,-0.47,-0.698,-0.228,NA
4,319,wet,Sep,unwatered,tree,Terminaliaamazonia,-0.313,-1.26,-0.947,NA
4,358,wet,Sep,unwatered,tree,Terminaliaamazonia,-0.344,-1.358,-1.014,NA
5,402,dry,Apr,unwatered,liana,Davillakunthii,-2.892,-3.675,-0.783,NA
5,422,dry,Apr,unwatered,liana,Davillakunthii,-0.513,-2.393,-1.88,NA
5,407,dry,Apr,unwatered,liana,Doliocarpusmajor,-0.912,-1.552,-0.64,NA
5,436,dry,Apr,unwatered,liana,Doliocarpusmajor,-0.98,-0.983,-0.003,NA
5,483,dry,Apr,unwatered,liana,Machaeriummilleflorum,-1.05,-1.9,-0.85,NA
5,414,dry,Apr,unwatered,liana,Machaeriummilleflorum,-0.442,-1.276,-0.834,NA
5,420,dry,Apr,unwatered,liana,Maripapanamensis,-1.001,-1.447,-0.446,NA
5,463,dry,Apr,unwatered,liana,Maripapanamensis,-1.479,-1.984,-0.505,NA
5,452,dry,Apr,unwatered,tree,Crescentiacujete,-0.979,-2.034,-1.055,NA
5,491,dry,Apr,unwatered,tree,Crescentiacujete,-0.925,-1.159,-0.234,NA
5,408,dry,Apr,unwatered,tree,Swieteniamacrophylla,-1.102,-1.104,-0.002,NA
5,471,dry,Apr,unwatered,tree,Swieteniamacrophylla,-1.111,-2.623,-1.512,NA
5,473,dry,Apr,unwatered,tree,Swieteniamacrophylla,-1.131,-1.902,-0.771,NA
5,401,dry,Apr,unwatered,tree,Terminaliaamazonia,-2.221,-2.234,-0.013,NA
5,459,dry,Apr,unwatered,tree,Terminaliaamazonia,-1.161,-2.037,-0.876,NA
5,480,dry,Mar,unwatered,liana,Callichlamyslatifolia,-0.56,-1.929,-1.369,2.4
5,402,dry,Mar,unwatered,liana,Davillakunthii,-1.456,-2.771,-1.315,NA
5,422,dry,Mar,unwatered,liana,Davillakunthii,-1.458,-3.033,-1.575,NA
5,422,dry,Mar,unwatered,liana,Davillakunthii,-0.306,-2.604,-2.298,6.41
5,407,dry,Mar,unwatered,liana,Doliocarpusmajor,-1.796,-2.998,-1.202,NA
5,436,dry,Mar,unwatered,liana,Doliocarpusmajor,-2.072,-2.705,-0.633,NA
5,436,dry,Mar,unwatered,liana,Doliocarpusmajor,-0.58,-3.19,-2.61,3.87
5,414,dry,Mar,unwatered,liana,Machaeriummilleflorum,-0.784,-1.874,-1.09,NA
5,483,dry,Mar,unwatered,liana,Machaeriummilleflorum,-0.442,-0.859,-0.417,NA
5,483,dry,Mar,unwatered,liana,Machaeriummilleflorum,-0.311,-0.589,-0.278,12.6
5,420,dry,Mar,unwatered,liana,Maripapanamensis,-0.497,-1.685,-1.188,NA
5,463,dry,Mar,unwatered,liana,Maripapanamensis,-1.068,-1.858,-0.79,NA
5,463,dry,Mar,unwatered,liana,Maripapanamensis,-1.022,-1.901,-0.879,3.77
5,466,dry,Mar,unwatered,liana,Paulliniapinnata,-0.699,-3.332,-2.633,3.29
5,452,dry,Mar,unwatered,tree,Crescentiacujete,-0.65,-1.718,-1.068,NA
5,491,dry,Mar,unwatered,tree,Crescentiacujete,-0.272,-1.059,-0.787,NA
5,491,dry,Mar,unwatered,tree,Crescentiacujete,-0.416,-2.509,-2.093,2.57
5,427,dry,Mar,unwatered,tree,Dipteryxoleifera,-0.974,-3.001,-2.027,4.91
5,404,dry,Mar,unwatered,tree,Huracrepitans,-0.911,-1.66,-0.749,3.8
5,408,dry,Mar,unwatered,tree,Swieteniamacrophylla,-1.628,-2.974,-1.346,NA
5,471,dry,Mar,unwatered,tree,Swieteniamacrophylla,-0.766,-2.315,-1.549,NA
5,473,dry,Mar,unwatered,tree,Swieteniamacrophylla,-1.609,-2.602,-0.993,NA
5,401,dry,Mar,unwatered,tree,Terminaliaamazonia,-2.104,-2.576,-0.472,NA
5,459,dry,Mar,unwatered,tree,Terminaliaamazonia,-0.411,-2.293,-1.882,NA
5,459,dry,Mar,unwatered,tree,Terminaliaamazonia,-0.354,-2.039,-1.685,5.43
5,402,transition,May,unwatered,liana,Davillakunthii,-1.056,-1.136,-0.08,NA
5,422,transition,May,unwatered,liana,Davillakunthii,-0.498,-0.792,-0.294,NA
5,407,transition,May,unwatered,liana,Doliocarpusmajor,-0.391,-0.817,-0.426,NA
5,436,transition,May,unwatered,liana,Doliocarpusmajor,-0.176,-1.146,-0.97,NA
5,414,transition,May,unwatered,liana,Machaeriummilleflorum,-0.224,-0.415,-0.191,NA
5,483,transition,May,unwatered,liana,Machaeriummilleflorum,-0.261,-0.375,-0.114,NA
5,420,transition,May,unwatered,liana,Maripapanamensis,-0.387,-1.835,-1.448,NA
5,463,transition,May,unwatered,liana,Maripapanamensis,-0.424,-1.196,-0.772,NA
5,452,transition,May,unwatered,tree,Crescentiacujete,-0.202,-1.128,-0.926,NA
5,491,transition,May,unwatered,tree,Crescentiacujete,-0.392,-1.586,-1.194,NA
5,408,transition,May,unwatered,tree,Swieteniamacrophylla,-0.864,-0.981,-0.117,NA
5,471,transition,May,unwatered,tree,Swieteniamacrophylla,-1.07,-1.795,-0.725,NA
5,473,transition,May,unwatered,tree,Swieteniamacrophylla,-0.712,-1.408,-0.696,NA
5,401,transition,May,unwatered,tree,Terminaliaamazonia,-0.56,-1.185,-0.625,NA
5,459,transition,May,unwatered,tree,Terminaliaamazonia,-0.289,-0.854,-0.565,NA
5,480,wet,Oct,unwatered,liana,Callichlamyslatifolia,-0.201,-1.193,-0.992,8.64
5,422,wet,Oct,unwatered,liana,Davillakunthii,-0.068,-0.712,-0.644,13
5,436,wet,Oct,unwatered,liana,Doliocarpusmajor,-0.131,-0.829,-0.698,10.5
5,483,wet,Oct,unwatered,liana,Machaeriummilleflorum,-0.176,-0.59,-0.414,18.9
5,463,wet,Oct,unwatered,liana,Maripapanamensis,-0.068,-0.9,-0.832,10.3
5,466,wet,Oct,unwatered,liana,Paulliniapinnata,-0.413,-0.804,-0.391,8.29
5,491,wet,Oct,unwatered,tree,Crescentiacujete,-0.168,-1.201,-1.033,10.1
5,427,wet,Oct,unwatered,tree,Dipteryxoleifera,-0.068,-0.977,-0.909,9.78
5,404,wet,Oct,unwatered,tree,Huracrepitans,-0.209,-0.704,-0.495,8.16
5,459,wet,Oct,unwatered,tree,Terminaliaamazonia,-0.12,-1.057,-0.937,10.2
5,402,wet,Sep,unwatered,liana,Davillakunthii,-0.14,-1.742,-1.602,NA
5,422,wet,Sep,unwatered,liana,Davillakunthii,-0.15,-1.367,-1.217,NA
5,407,wet,Sep,unwatered,liana,Doliocarpusmajor,-0.084,-1.872,-1.788,NA
5,436,wet,Sep,unwatered,liana,Doliocarpusmajor,-0.078,-1.582,-1.504,NA
5,414,wet,Sep,unwatered,liana,Machaeriummilleflorum,-0.052,-1.612,-1.56,NA
5,483,wet,Sep,unwatered,liana,Machaeriummilleflorum,-0.23,-0.518,-0.288,NA
5,420,wet,Sep,unwatered,liana,Maripapanamensis,-0.213,-1.452,-1.239,NA
5,463,wet,Sep,unwatered,liana,Maripapanamensis,-0.096,-2.153,-2.057,NA
5,452,wet,Sep,unwatered,tree,Crescentiacujete,-0.209,-1.527,-1.318,NA
5,491,wet,Sep,unwatered,tree,Crescentiacujete,-0.293,-1.472,-1.179,NA
5,408,wet,Sep,unwatered,tree,Swieteniamacrophylla,-0.517,-2.351,-1.834,NA
5,471,wet,Sep,unwatered,tree,Swieteniamacrophylla,-0.191,-3.113,-2.922,NA
5,473,wet,Sep,unwatered,tree,Swieteniamacrophylla,-0.127,-2.724,-2.597,NA
5,401,wet,Sep,unwatered,tree,Terminaliaamazonia,-0.131,-1.012,-0.881,NA
5,459,wet,Sep,unwatered,tree,Terminaliaamazonia,-0.072,-1.741,-1.669,NA
6,596,dry,Apr,watered,liana,Callichlamyslatifolia,-0.229,-1.243,-1.014,NA
6,597,dry,Apr,watered,liana,Callichlamyslatifolia,-0.291,-1.558,-1.267,NA
6,530,dry,Apr,watered,liana,Davillakunthii,-0.44,-2.214,-1.774,NA
6,578,dry,Apr,watered,liana,Davillakunthii,-0.853,-1.38,-0.527,NA
6,564,dry,Apr,watered,liana,Doliocarpusmajor,-0.707,-1.351,-0.644,NA
6,583,dry,Apr,watered,liana,Doliocarpusmajor,-0.452,-1.203,-0.751,NA
6,525,dry,Apr,watered,liana,Machaeriummilleflorum,-0.412,-1.776,-1.364,NA
6,535,dry,Apr,watered,liana,Machaeriummilleflorum,-0.482,-0.532,-0.05,NA
6,588,dry,Apr,watered,liana,Maripapanamensis,-0.35,-1.231,-0.881,NA
6,593,dry,Apr,watered,liana,Maripapanamensis,-0.874,-1.683,-0.809,NA
6,584,dry,Apr,watered,liana,Paulliniapinnata,-0.492,-2.264,-1.772,NA
6,586,dry,Apr,watered,liana,Paulliniapinnata,-0.457,-1.92,-1.463,NA
6,502,dry,Apr,watered,tree,Crescentiacujete,-0.871,-1.68,-0.809,NA
6,523,dry,Apr,watered,tree,Crescentiacujete,-1.102,-1.453,-0.351,NA
6,576,dry,Apr,watered,tree,Dipteryxoleifera,-0.653,-1.754,-1.101,NA
6,595,dry,Apr,watered,tree,Dipteryxoleifera,-0.752,-2.015,-1.263,NA
6,561,dry,Apr,watered,tree,Hieronymaalchorneoides,-1.603,-1.601,0.002,NA
6,598,dry,Apr,watered,tree,Hieronymaalchorneoides,-0.72,-1.42,-0.7,NA
6,537,dry,Apr,watered,tree,Swieteniamacrophylla,-0.827,-2.84,-2.013,NA
6,560,dry,Apr,watered,tree,Swieteniamacrophylla,-0.91,-2.64,-1.73,NA
6,515,dry,Apr,watered,tree,Terminaliaamazonia,-0.643,-1.322,-0.679,NA
6,594,dry,Apr,watered,tree,Terminaliaamazonia,-0.566,-1.269,-0.703,NA
6,596,dry,Mar,watered,liana,Callichlamyslatifolia,-0.267,-1.458,-1.191,NA
6,597,dry,Mar,watered,liana,Callichlamyslatifolia,-0.195,-1.469,-1.274,NA
6,597,dry,Mar,watered,liana,Callichlamyslatifolia,-0.345,-1.849,-1.504,3.65
6,530,dry,Mar,watered,liana,Davillakunthii,-0.886,-1.583,-0.697,NA
6,578,dry,Mar,watered,liana,Davillakunthii,-0.157,-1.763,-1.606,NA
6,578,dry,Mar,watered,liana,Davillakunthii,-0.274,-2.867,-2.593,11.6
6,564,dry,Mar,watered,liana,Doliocarpusmajor,-0.282,-2.548,-2.266,NA
6,583,dry,Mar,watered,liana,Doliocarpusmajor,-0.228,-2.395,-2.167,NA
6,564,dry,Mar,watered,liana,Doliocarpusmajor,-0.917,-3.306,-2.389,4.08
6,525,dry,Mar,watered,liana,Machaeriummilleflorum,-0.466,-0.617,-0.151,NA
6,535,dry,Mar,watered,liana,Machaeriummilleflorum,-0.405,-1.104,-0.699,NA
6,535,dry,Mar,watered,liana,Machaeriummilleflorum,-0.613,-2.075,-1.462,10.2
6,588,dry,Mar,watered,liana,Maripapanamensis,-0.259,-1.564,-1.305,NA
6,593,dry,Mar,watered,liana,Maripapanamensis,-0.168,-1.388,-1.22,NA
6,593,dry,Mar,watered,liana,Maripapanamensis,-0.466,-1.843,-1.377,2.97
6,584,dry,Mar,watered,liana,Paulliniapinnata,-0.536,-2.302,-1.766,NA
6,586,dry,Mar,watered,liana,Paulliniapinnata,-0.477,-1.902,-1.425,NA
6,584,dry,Mar,watered,liana,Paulliniapinnata,-0.676,-2.701,-2.025,7.2
6,502,dry,Mar,watered,tree,Crescentiacujete,-0.436,-1.725,-1.289,NA
6,523,dry,Mar,watered,tree,Crescentiacujete,-0.668,-0.891,-0.223,NA
6,523,dry,Mar,watered,tree,Crescentiacujete,-1.136,-1.836,-0.7,3.11
6,576,dry,Mar,watered,tree,Dipteryxoleifera,-0.572,-2.802,-2.23,NA
6,595,dry,Mar,watered,tree,Dipteryxoleifera,-0.596,-1.353,-0.757,NA
6,595,dry,Mar,watered,tree,Dipteryxoleifera,-2.4,-3.542,-1.142,5.28
6,561,dry,Mar,watered,tree,Hieronymaalchorneoides,-0.934,-1.599,-0.665,NA
6,598,dry,Mar,watered,tree,Hieronymaalchorneoides,-0.282,-0.874,-0.592,NA
6,561,dry,Mar,watered,tree,Hieronymaalchorneoides,-1.193,-2.22,-1.027,1.95
6,581,dry,Mar,watered,tree,Huracrepitans,NA,NA,NA,NA
6,537,dry,Mar,watered,tree,Swieteniamacrophylla,-0.585,-2.034,-1.449,NA
6,560,dry,Mar,watered,tree,Swieteniamacrophylla,-0.301,-1.84,-1.539,NA
6,560,dry,Mar,watered,tree,Swieteniamacrophylla,-0.397,-2.601,-2.204,4.37
6,515,dry,Mar,watered,tree,Terminaliaamazonia,-0.544,-1.261,-0.717,NA
6,594,dry,Mar,watered,tree,Terminaliaamazonia,-0.095,-1.196,-1.101,NA
6,515,dry,Mar,watered,tree,Terminaliaamazonia,-1.042,-2.502,-1.46,4.68
6,596,transition,May,watered,liana,Callichlamyslatifolia,-0.373,-0.395,-0.022,NA
6,597,transition,May,watered,liana,Callichlamyslatifolia,-0.25,-1.095,-0.845,NA
6,530,transition,May,watered,liana,Davillakunthii,-0.311,-1.036,-0.725,NA
6,578,transition,May,watered,liana,Davillakunthii,-0.334,-1.303,-0.969,NA
6,564,transition,May,watered,liana,Doliocarpusmajor,-0.206,-1.014,-0.808,NA
6,583,transition,May,watered,liana,Doliocarpusmajor,-0.258,-1.382,-1.124,NA
6,525,transition,May,watered,liana,Machaeriummilleflorum,-0.402,-0.854,-0.452,NA
6,535,transition,May,watered,liana,Machaeriummilleflorum,-0.279,-1.682,-1.403,NA
6,588,transition,May,watered,liana,Maripapanamensis,-0.138,-1.248,-1.11,NA
6,593,transition,May,watered,liana,Maripapanamensis,-0.245,-1.595,-1.35,NA
6,584,transition,May,watered,liana,Paulliniapinnata,-0.283,-1.805,-1.522,NA
6,586,transition,May,watered,liana,Paulliniapinnata,-0.225,-1.934,-1.709,NA
6,502,transition,May,watered,tree,Crescentiacujete,-0.508,-1.252,-0.744,NA
6,523,transition,May,watered,tree,Crescentiacujete,-0.418,-1.503,-1.085,NA
6,576,transition,May,watered,tree,Dipteryxoleifera,-0.614,-1.843,-1.229,NA
6,595,transition,May,watered,tree,Dipteryxoleifera,-0.427,-1.073,-0.646,NA
6,561,transition,May,watered,tree,Hieronymaalchorneoides,-0.306,-0.702,-0.396,NA
6,598,transition,May,watered,tree,Hieronymaalchorneoides,-0.136,-1.537,-1.401,NA
6,537,transition,May,watered,tree,Swieteniamacrophylla,-0.691,-2.703,-2.012,NA
6,560,transition,May,watered,tree,Swieteniamacrophylla,-0.362,-1.952,-1.59,NA
6,515,transition,May,watered,tree,Terminaliaamazonia,-0.353,-1.412,-1.059,NA
6,594,transition,May,watered,tree,Terminaliaamazonia,-0.463,-1.411,-0.948,NA
6,597,wet,Oct,watered,liana,Callichlamyslatifolia,-0.165,-1.576,-1.411,13.1
6,578,wet,Oct,watered,liana,Davillakunthii,-0.201,-0.512,-0.311,15.9
6,564,wet,Oct,watered,liana,Doliocarpusmajor,-0.119,-0.638,-0.519,7.66
6,535,wet,Oct,watered,liana,Machaeriummilleflorum,-0.208,-0.298,-0.09,7.08
6,593,wet,Oct,watered,liana,Maripapanamensis,-0.17,-1.017,-0.847,13
6,584,wet,Oct,watered,liana,Paulliniapinnata,-0.22,-1.244,-1.024,13.9
6,523,wet,Oct,watered,tree,Crescentiacujete,-0.282,-1.131,-0.849,11.9
6,595,wet,Oct,watered,tree,Dipteryxoleifera,-0.202,-1.28,-1.078,5.84
6,561,wet,Oct,watered,tree,Hieronymaalchorneoides,-0.217,-1.061,-0.844,8.79
6,581,wet,Oct,watered,tree,Huracrepitans,-0.194,-0.492,-0.298,5.22
6,560,wet,Oct,watered,tree,Swieteniamacrophylla,-0.298,-0.983,-0.685,2.7
6,515,wet,Oct,watered,tree,Terminaliaamazonia,-0.099,-0.78,-0.681,11.2
6,596,wet,Sep,watered,liana,Callichlamyslatifolia,-0.232,-1.517,-1.285,NA
6,597,wet,Sep,watered,liana,Callichlamyslatifolia,-0.318,-1.56,-1.242,NA
6,530,wet,Sep,watered,liana,Davillakunthii,-0.136,-1.352,-1.216,NA
6,578,wet,Sep,watered,liana,Davillakunthii,-0.078,-1.021,-0.943,NA
6,564,wet,Sep,watered,liana,Doliocarpusmajor,-0.15,-1.06,-0.91,NA
6,583,wet,Sep,watered,liana,Doliocarpusmajor,-0.099,-1.711,-1.612,NA
6,525,wet,Sep,watered,liana,Machaeriummilleflorum,-0.12,-1.603,-1.483,NA
6,535,wet,Sep,watered,liana,Machaeriummilleflorum,-0.43,-1.779,-1.349,NA
6,588,wet,Sep,watered,liana,Maripapanamensis,-0.203,-1.346,-1.143,NA
6,593,wet,Sep,watered,liana,Maripapanamensis,-0.251,-1.572,-1.321,NA
6,584,wet,Sep,watered,liana,Paulliniapinnata,-0.643,-1.451,-0.808,NA
6,586,wet,Sep,watered,liana,Paulliniapinnata,-0.303,-2.845,-2.542,NA
6,502,wet,Sep,watered,tree,Crescentiacujete,-0.481,-1.395,-0.914,NA
6,523,wet,Sep,watered,tree,Crescentiacujete,-0.51,-1.487,-0.977,NA
6,576,wet,Sep,watered,tree,Dipteryxoleifera,-0.323,-0.45,-0.127,NA
6,595,wet,Sep,watered,tree,Dipteryxoleifera,-0.202,-0.578,-0.376,NA
6,561,wet,Sep,watered,tree,Hieronymaalchorneoides,-0.095,-0.927,-0.832,NA
6,598,wet,Sep,watered,tree,Hieronymaalchorneoides,-0.134,-1.326,-1.192,NA
6,537,wet,Sep,watered,tree,Swieteniamacrophylla,-0.429,-1.903,-1.474,NA
6,560,wet,Sep,watered,tree,Swieteniamacrophylla,-0.409,-2.289,-1.88,NA
6,515,wet,Sep,watered,tree,Terminaliaamazonia,-0.544,-1.314,-0.77,NA
6,594,wet,Sep,watered,tree,Terminaliaamazonia,-0.207,-1.171,-0.964,NA
7,673,dry,Apr,unwatered,liana,Callichlamyslatifolia,-0.375,-1.061,-0.686,NA
7,691,dry,Apr,unwatered,liana,Callichlamyslatifolia,-0.332,-2.235,-1.903,NA
7,628,dry,Apr,unwatered,liana,Davillakunthii,-0.701,-2.415,-1.714,NA
7,699,dry,Apr,unwatered,liana,Davillakunthii,-0.635,-2.247,-1.612,NA
7,624,dry,Apr,unwatered,liana,Doliocarpusmajor,-2.372,-4.07,-1.698,NA
7,685,dry,Apr,unwatered,liana,Doliocarpusmajor,-1.14,-2.203,-1.063,NA
7,670,dry,Apr,unwatered,liana,Machaeriummilleflorum,-0.417,-1.691,-1.274,NA
7,696,dry,Apr,unwatered,liana,Machaeriummilleflorum,-0.39,-0.391,-0.001,NA
7,650,dry,Apr,unwatered,liana,Maripapanamensis,-1.812,-2.248,-0.436,NA
7,603,dry,Apr,unwatered,liana,Paulliniapinnata,-0.801,-1.106,-0.305,NA
