From: Smith-Martin et al. (2019) Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. Ecology 100:e02827,,,,,,,,,,
These data are summaries of data available online with the article:,,,,,,,,,,
mean_MPa is pre-dawn leaf water potential; it is the mean from replicate trees in replicate plots which were not watered.,,,,,,,,,,
Photo.umolCO2 is CO2 flux into a leaf; it is a  measure of photosynthetic rate,,,,,,,,,,
,,,,,,,,,,
Plot,Tag,Season,Month,Treatment,Habit,Species,PredawnMPa,MiddayMPa,MiddayMinusPredawnMPa,Photo.umolCO2
7,686,dry,Apr,unwatered,liana,Paulliniapinnata,-0.725,-1.934,-1.209,NA
7,682,dry,Apr,unwatered,tree,Crescentiacujete,-0.851,-1.882,-1.031,NA
7,633,dry,Apr,unwatered,tree,Dipteryxoleifera,-2.817,-4.209,-1.392,NA
7,668,dry,Apr,unwatered,tree,Hieronymaalchorneoides,-2.872,-2.889,-0.017,NA
7,602,dry,Apr,unwatered,tree,Swieteniamacrophylla,-0.891,-2.439,-1.548,NA
7,616,dry,Apr,unwatered,tree,Swieteniamacrophylla,-1.172,-2.4,-1.228,NA
7,605,dry,Apr,unwatered,tree,Terminaliaamazonia,-1.283,-2.422,-1.139,NA
7,608,dry,Apr,unwatered,tree,Terminaliaamazonia,-1.051,-1.054,-0.003,NA
7,673,dry,Mar,unwatered,liana,Callichlamyslatifolia,-0.4,-1.903,-1.503,NA
7,691,dry,Mar,unwatered,liana,Callichlamyslatifolia,-1.301,-1.841,-0.54,NA
7,673,dry,Mar,unwatered,liana,Callichlamyslatifolia,-0.163,-2.062,-1.899,12.4
7,628,dry,Mar,unwatered,liana,Davillakunthii,-0.245,-2.719,-2.474,NA
7,699,dry,Mar,unwatered,liana,Davillakunthii,-0.196,-1.435,-1.239,NA
7,628,dry,Mar,unwatered,liana,Davillakunthii,-0.64,-2.217,-1.577,4.17
7,624,dry,Mar,unwatered,liana,Doliocarpusmajor,-1.422,-3.32,-1.898,NA
7,685,dry,Mar,unwatered,liana,Doliocarpusmajor,-1.271,-2.373,-1.102,NA
7,624,dry,Mar,unwatered,liana,Doliocarpusmajor,-2.877,-3.621,-0.744,3.74
7,670,dry,Mar,unwatered,liana,Machaeriummilleflorum,-0.792,-0.881,-0.089,NA
7,696,dry,Mar,unwatered,liana,Machaeriummilleflorum,-0.511,-1.781,-1.27,NA
7,670,dry,Mar,unwatered,liana,Machaeriummilleflorum,-0.378,-1.553,-1.175,13.8
7,650,dry,Mar,unwatered,liana,Maripapanamensis,-1.001,-2.351,-1.35,NA
7,679,dry,Mar,unwatered,liana,Maripapanamensis,-1.884,-2.107,-0.223,NA
7,650,dry,Mar,unwatered,liana,Maripapanamensis,-1.068,-1.531,-0.463,8.16
7,603,dry,Mar,unwatered,liana,Paulliniapinnata,-0.572,-2.087,-1.515,NA
7,686,dry,Mar,unwatered,liana,Paulliniapinnata,-1.098,-2.653,-1.555,NA
7,603,dry,Mar,unwatered,liana,Paulliniapinnata,-0.791,-2.478,-1.687,4.71
7,682,dry,Mar,unwatered,tree,Crescentiacujete,-0.731,-1.547,-0.816,NA
7,682,dry,Mar,unwatered,tree,Crescentiacujete,-0.781,-2.083,-1.302,10.1
7,633,dry,Mar,unwatered,tree,Dipteryxoleifera,-0.701,-3.36,-2.659,NA
7,633,dry,Mar,unwatered,tree,Dipteryxoleifera,-0.955,-1.012,-0.057,7.32
7,668,dry,Mar,unwatered,tree,Hieronymaalchorneoides,-1.842,-2.229,-0.387,NA
7,668,dry,Mar,unwatered,tree,Hieronymaalchorneoides,-1.011,-2.06,-1.049,2.88
7,693,dry,Mar,unwatered,tree,Huracrepitans,NA,NA,NA,NA
7,602,dry,Mar,unwatered,tree,Swieteniamacrophylla,-1.262,-2.601,-1.339,NA
7,616,dry,Mar,unwatered,tree,Swieteniamacrophylla,-0.882,-2.301,-1.419,NA
7,602,dry,Mar,unwatered,tree,Swieteniamacrophylla,-1.133,-2.905,-1.772,7.12
7,605,dry,Mar,unwatered,tree,Terminaliaamazonia,-0.483,-2.192,-1.709,NA
7,608,dry,Mar,unwatered,tree,Terminaliaamazonia,-0.93,-2.107,-1.177,NA
7,608,dry,Mar,unwatered,tree,Terminaliaamazonia,-0.875,-1.904,-1.029,5.21
7,673,transition,May,unwatered,liana,Callichlamyslatifolia,-0.25,-1.111,-0.861,NA
7,691,transition,May,unwatered,liana,Callichlamyslatifolia,-0.117,-0.443,-0.326,NA
7,628,transition,May,unwatered,liana,Davillakunthii,-0.382,-1.917,-1.535,NA
7,699,transition,May,unwatered,liana,Davillakunthii,-0.41,-0.831,-0.421,NA
7,624,transition,May,unwatered,liana,Doliocarpusmajor,-0.296,-1.367,-1.071,NA
7,685,transition,May,unwatered,liana,Doliocarpusmajor,-0.212,-1.435,-1.223,NA
7,670,transition,May,unwatered,liana,Machaeriummilleflorum,-0.196,-1.521,-1.325,NA
7,696,transition,May,unwatered,liana,Machaeriummilleflorum,-0.221,-0.52,-0.299,NA
7,650,transition,May,unwatered,liana,Maripapanamensis,-0.501,-1.302,-0.801,NA
7,679,transition,May,unwatered,liana,Maripapanamensis,-0.921,-1.103,-0.182,NA
7,603,transition,May,unwatered,liana,Paulliniapinnata,-0.18,-1.76,-1.58,NA
7,686,transition,May,unwatered,liana,Paulliniapinnata,-0.498,-0.792,-0.294,NA
7,682,transition,May,unwatered,tree,Crescentiacujete,-0.61,-1.482,-0.872,NA
7,633,transition,May,unwatered,tree,Dipteryxoleifera,-0.252,-1.044,-0.792,NA
7,668,transition,May,unwatered,tree,Hieronymaalchorneoides,-0.34,-1.154,-0.814,NA
7,602,transition,May,unwatered,tree,Swieteniamacrophylla,-0.449,-1.553,-1.104,NA
7,616,transition,May,unwatered,tree,Swieteniamacrophylla,-0.197,-1.483,-1.286,NA
7,605,transition,May,unwatered,tree,Terminaliaamazonia,-0.271,-1.114,-0.843,NA
7,608,transition,May,unwatered,tree,Terminaliaamazonia,-0.111,-1.091,-0.98,NA
7,673,wet,Oct,unwatered,liana,Callichlamyslatifolia,-0.191,-0.612,-0.421,7.75
7,628,wet,Oct,unwatered,liana,Davillakunthii,-0.068,-1.573,-1.505,13.8
7,624,wet,Oct,unwatered,liana,Doliocarpusmajor,-0.306,-1.301,-0.995,13.7
7,668,wet,Oct,unwatered,liana,Hieronymaalchorneoides,-0.18,-1.151,-0.971,16.2
7,670,wet,Oct,unwatered,liana,Machaeriummilleflorum,-0.251,-0.35,-0.099,10.5
7,650,wet,Oct,unwatered,liana,Maripapanamensis,-0.125,-1.328,-1.203,13.9
7,603,wet,Oct,unwatered,liana,Paulliniapinnata,-0.145,-1.639,-1.494,10.8
7,682,wet,Oct,unwatered,tree,Crescentiacujete,-0.234,-1.176,-0.942,8.87
7,633,wet,Oct,unwatered,tree,Dipteryxoleifera,-0.114,-1.284,-1.17,9.65
7,693,wet,Oct,unwatered,tree,Huracrepitans,-0.305,-0.473,-0.168,17.6
7,602,wet,Oct,unwatered,tree,Swieteniamacrophylla,-0.376,-1.028,-0.652,10.2
7,608,wet,Oct,unwatered,tree,Terminaliaamazonia,-0.161,-1.058,-0.897,11.1
7,673,wet,Sep,unwatered,liana,Callichlamyslatifolia,-0.094,-1.767,-1.673,NA
7,691,wet,Sep,unwatered,liana,Callichlamyslatifolia,-0.206,-1.709,-1.503,NA
7,628,wet,Sep,unwatered,liana,Davillakunthii,-0.061,-0.878,-0.817,NA
7,699,wet,Sep,unwatered,liana,Davillakunthii,-0.104,-1.426,-1.322,NA
7,624,wet,Sep,unwatered,liana,Doliocarpusmajor,-0.315,-2.017,-1.702,NA
7,685,wet,Sep,unwatered,liana,Doliocarpusmajor,-0.057,-2.166,-2.109,NA
7,670,wet,Sep,unwatered,liana,Machaeriummilleflorum,-0.28,-1.517,-1.237,NA
7,696,wet,Sep,unwatered,liana,Machaeriummilleflorum,-0.25,-0.938,-0.688,NA
7,650,wet,Sep,unwatered,liana,Maripapanamensis,-0.167,-1.406,-1.239,NA
7,679,wet,Sep,unwatered,liana,Maripapanamensis,-0.205,-1.429,-1.224,NA
7,603,wet,Sep,unwatered,liana,Paulliniapinnata,-0.257,-1.697,-1.44,NA
7,686,wet,Sep,unwatered,liana,Paulliniapinnata,-0.178,-1.699,-1.521,NA
7,682,wet,Sep,unwatered,tree,Crescentiacujete,-0.681,-1.371,-0.69,NA
7,633,wet,Sep,unwatered,tree,Dipteryxoleifera,-0.309,-0.711,-0.402,NA
7,668,wet,Sep,unwatered,tree,Hieronymaalchorneoides,-0.236,-1.235,-0.999,NA
7,602,wet,Sep,unwatered,tree,Swieteniamacrophylla,-0.313,-2.726,-2.413,NA
7,616,wet,Sep,unwatered,tree,Swieteniamacrophylla,-0.194,-1.649,-1.455,NA
7,605,wet,Sep,unwatered,tree,Terminaliaamazonia,-0.173,-1.329,-1.156,NA
7,608,wet,Sep,unwatered,tree,Terminaliaamazonia,-0.128,-1.289,-1.161,NA
8,728,dry,Apr,watered,liana,Callichlamyslatifolia,-0.666,-1.327,-0.661,NA
8,739,dry,Apr,watered,liana,Callichlamyslatifolia,-0.515,-1.54,-1.025,NA
8,703,dry,Apr,watered,liana,Davillakunthii,-0.631,-1.624,-0.993,NA
8,705,dry,Apr,watered,liana,Davillakunthii,-0.37,-1.571,-1.201,NA
8,707,dry,Apr,watered,liana,Doliocarpusmajor,-0.699,-1.767,-1.068,NA
8,709,dry,Apr,watered,liana,Doliocarpusmajor,-0.872,-1.703,-0.831,NA
8,712,dry,Apr,watered,liana,Machaeriummilleflorum,-1.062,-2.059,-0.997,NA
8,787,dry,Apr,watered,liana,Machaeriummilleflorum,-0.371,-0.791,-0.42,NA
8,752,dry,Apr,watered,liana,Maripapanamensis,-0.551,-1.466,-0.915,NA
8,734,dry,Apr,watered,liana,Paulliniapinnata,-0.885,-2.653,-1.768,NA
8,740,dry,Apr,watered,liana,Paulliniapinnata,-0.467,-2.821,-2.354,NA
8,762,dry,Apr,watered,tree,Dipteryxoleifera,-0.761,-1.772,-1.011,NA
8,791,dry,Apr,watered,tree,Dipteryxoleifera,-1.303,-2.645,-1.342,NA
8,776,dry,Apr,watered,tree,Hieronymaalchorneoides,-0.59,-1.59,-1,NA
8,777,dry,Apr,watered,tree,Hieronymaalchorneoides,-0.602,-1.353,-0.751,NA
8,781,dry,Apr,watered,tree,Huracrepitans,-1.367,-1.577,-0.21,NA
8,720,dry,Apr,watered,tree,Swieteniamacrophylla,-1.309,-2.581,-1.272,NA
8,800,dry,Apr,watered,tree,Swieteniamacrophylla,-0.765,-3.172,-2.407,NA
8,732,dry,Apr,watered,tree,Terminaliaamazonia,-1.024,-1.472,-0.448,NA
8,728,dry,Mar,watered,liana,Callichlamyslatifolia,-0.499,-2.084,-1.585,NA
8,739,dry,Mar,watered,liana,Callichlamyslatifolia,-0.201,-1.801,-1.6,NA
8,728,dry,Mar,watered,liana,Callichlamyslatifolia,-0.583,-0.708,-0.125,5.87
8,703,dry,Mar,watered,liana,Davillakunthii,-0.465,-2.707,-2.242,NA
8,705,dry,Mar,watered,liana,Davillakunthii,-0.366,-1.796,-1.43,NA
8,705,dry,Mar,watered,liana,Davillakunthii,-0.441,-2.286,-1.845,3.25
8,707,dry,Mar,watered,liana,Doliocarpusmajor,-0.332,-1.943,-1.611,NA
8,709,dry,Mar,watered,liana,Doliocarpusmajor,-0.671,-2.085,-1.414,NA
8,707,dry,Mar,watered,liana,Doliocarpusmajor,-0.541,-1.56,-1.019,7.87
8,712,dry,Mar,watered,liana,Machaeriummilleflorum,-0.668,-1.197,-0.529,NA
8,787,dry,Mar,watered,liana,Machaeriummilleflorum,-0.401,-1.076,-0.675,NA
8,712,dry,Mar,watered,liana,Machaeriummilleflorum,-0.402,-1.93,-1.528,9.24
8,752,dry,Mar,watered,liana,Maripapanamensis,-0.703,-1.438,-0.735,NA
8,752,dry,Mar,watered,liana,Maripapanamensis,-0.771,-1.69,-0.919,5.91
8,734,dry,Mar,watered,liana,Paulliniapinnata,-0.777,-1.391,-0.614,NA
8,740,dry,Mar,watered,liana,Paulliniapinnata,-0.163,-1.081,-0.918,NA
8,734,dry,Mar,watered,liana,Paulliniapinnata,-0.85,-3.107,-2.257,5.79
8,762,dry,Mar,watered,tree,Dipteryxoleifera,-0.867,-2.341,-1.474,NA
8,791,dry,Mar,watered,tree,Dipteryxoleifera,-0.796,-2.338,-1.542,NA
8,762,dry,Mar,watered,tree,Dipteryxoleifera,-1.872,-2.647,-0.775,8.57
8,776,dry,Mar,watered,tree,Hieronymaalchorneoides,-0.887,-1.617,-0.73,NA
8,777,dry,Mar,watered,tree,Hieronymaalchorneoides,-0.578,-1.651,-1.073,NA
8,776,dry,Mar,watered,tree,Hieronymaalchorneoides,-1.399,-1.411,-0.012,2.03
8,781,dry,Mar,watered,tree,Huracrepitans,-0.585,-1.021,-0.436,NA
8,794,dry,Mar,watered,tree,Huracrepitans,-0.94,-1.819,-0.879,3.88
8,720,dry,Mar,watered,tree,Swieteniamacrophylla,-1.129,-2.786,-1.657,NA
8,800,dry,Mar,watered,tree,Swieteniamacrophylla,-0.873,-2.802,-1.929,NA
8,800,dry,Mar,watered,tree,Swieteniamacrophylla,-1.346,-2.886,-1.54,3.25
8,732,dry,Mar,watered,tree,Terminaliaamazonia,-0.305,-1.301,-0.996,NA
8,733,dry,Mar,watered,tree,Terminaliaamazonia,-0.842,-1.72,-0.878,NA
8,732,dry,Mar,watered,tree,Terminaliaamazonia,-0.103,-1.782,-1.679,2.55
8,728,transition,May,watered,liana,Callichlamyslatifolia,-0.24,-1.367,-1.127,NA
8,739,transition,May,watered,liana,Callichlamyslatifolia,-0.146,-0.628,-0.482,NA
8,703,transition,May,watered,liana,Davillakunthii,-0.081,-1.22,-1.139,NA
8,705,transition,May,watered,liana,Davillakunthii,-0.129,-0.756,-0.627,NA
8,707,transition,May,watered,liana,Doliocarpusmajor,-0.442,-1.022,-0.58,NA
8,709,transition,May,watered,liana,Doliocarpusmajor,-0.304,-1.019,-0.715,NA
8,712,transition,May,watered,liana,Machaeriummilleflorum,-0.275,-1.692,-1.417,NA
8,787,transition,May,watered,liana,Machaeriummilleflorum,-0.37,-1.292,-0.922,NA
8,752,transition,May,watered,liana,Maripapanamensis,-0.394,-1.35,-0.956,NA
8,734,transition,May,watered,liana,Paulliniapinnata,-0.327,-2.309,-1.982,NA
8,740,transition,May,watered,liana,Paulliniapinnata,-0.604,-1.608,-1.004,NA
8,762,transition,May,watered,tree,Dipteryxoleifera,-0.452,-1.35,-0.898,NA
8,791,transition,May,watered,tree,Dipteryxoleifera,-0.502,-1.95,-1.448,NA
8,776,transition,May,watered,tree,Hieronymaalchorneoides,-0.371,-0.905,-0.534,NA
8,777,transition,May,watered,tree,Hieronymaalchorneoides,-0.391,-0.916,-0.525,NA
8,781,transition,May,watered,tree,Huracrepitans,-0.358,-1.435,-1.077,NA
8,720,transition,May,watered,tree,Swieteniamacrophylla,-0.571,-2.37,-1.799,NA
8,800,transition,May,watered,tree,Swieteniamacrophylla,-0.641,-2.343,-1.702,NA
8,732,transition,May,watered,tree,Terminaliaamazonia,-0.337,-1.215,-0.878,NA
8,733,transition,May,watered,tree,Terminaliaamazonia,-0.261,-1.418,-1.157,NA
8,728,wet,Oct,watered,liana,Callichlamyslatifolia,-0.166,-1.309,-1.143,5.53
8,705,wet,Oct,watered,liana,Davillakunthii,-0.057,-0.878,-0.821,14.3
8,707,wet,Oct,watered,liana,Doliocarpusmajor,-0.204,-1.082,-0.878,12.6
8,712,wet,Oct,watered,liana,Machaeriummilleflorum,-0.107,-0.398,-0.291,7.47
8,752,wet,Oct,watered,liana,Maripapanamensis,-0.236,-1.311,-1.075,12.8
8,734,wet,Oct,watered,liana,Paulliniapinnata,-0.441,-0.792,-0.351,9.61
8,762,wet,Oct,watered,tree,Dipteryxoleifera,-0.237,-0.978,-0.741,10.7
8,776,wet,Oct,watered,tree,Hieronymaalchorneoides,-0.145,-1.067,-0.922,8.67
8,794,wet,Oct,watered,tree,Huracrepitans,-0.676,-1.646,-0.97,21.6
8,800,wet,Oct,watered,tree,Swieteniamacrophylla,-0.316,-0.822,-0.506,2.99
8,720,wet,Oct,watered,tree,Swieteniamacrophylla,-0.218,-1.554,-1.336,9.6
8,732,wet,Oct,watered,tree,Terminaliaamazonia,-0.45,-0.739,-0.289,14.6
8,728,wet,Sep,watered,liana,Callichlamyslatifolia,-0.241,-1.219,-0.978,NA
8,739,wet,Sep,watered,liana,Callichlamyslatifolia,-0.226,-1.078,-0.852,NA
8,703,wet,Sep,watered,liana,Davillakunthii,-0.063,-1.366,-1.303,NA
8,705,wet,Sep,watered,liana,Davillakunthii,-0.178,-1.602,-1.424,NA
8,707,wet,Sep,watered,liana,Doliocarpusmajor,-0.105,-1.453,-1.348,NA
8,709,wet,Sep,watered,liana,Doliocarpusmajor,-0.236,-1.47,-1.234,NA
8,712,wet,Sep,watered,liana,Machaeriummilleflorum,-0.402,-1.492,-1.09,NA
8,787,wet,Sep,watered,liana,Machaeriummilleflorum,-0.687,-1.113,-0.426,NA
8,752,wet,Sep,watered,liana,Maripapanamensis,-0.112,-1.502,-1.39,NA
8,734,wet,Sep,watered,liana,Paulliniapinnata,-0.762,-2.009,-1.247,NA
8,740,wet,Sep,watered,liana,Paulliniapinnata,-0.347,-2.159,-1.812,NA
8,762,wet,Sep,watered,tree,Dipteryxoleifera,-0.144,-1.436,-1.292,NA
8,791,wet,Sep,watered,tree,Dipteryxoleifera,-0.288,-0.901,-0.613,NA
8,776,wet,Sep,watered,tree,Hieronymaalchorneoides,-0.309,-0.981,-0.672,NA
8,777,wet,Sep,watered,tree,Hieronymaalchorneoides,-0.289,-0.692,-0.403,NA
8,781,wet,Sep,watered,tree,Huracrepitans,-0.247,-1.051,-0.804,NA
8,720,wet,Sep,watered,tree,Swieteniamacrophylla,-0.301,-1.298,-0.997,NA
8,800,wet,Sep,watered,tree,Swieteniamacrophylla,-0.434,-1.136,-0.702,NA
8,732,wet,Sep,watered,tree,Terminaliaamazonia,-0.119,-1.39,-1.271,NA
8,733,wet,Sep,watered,tree,Terminaliaamazonia,-0.681,-1.342,-0.661,NA
9,899,dry,Apr,watered,liana,Callichlamyslatifolia,-0.465,-1.534,-1.069,NA
9,831,dry,Apr,watered,liana,Davillakunthii,-0.812,-1.947,-1.135,NA
9,850,dry,Apr,watered,liana,Davillakunthii,-0.342,-2.752,-2.41,NA
9,882,dry,Apr,watered,liana,Doliocarpusmajor,-0.521,-1.634,-1.113,NA
9,890,dry,Apr,watered,liana,Doliocarpusmajor,-0.785,-2.892,-2.107,NA
9,829,dry,Apr,watered,liana,Machaeriummilleflorum,-0.485,-1.687,-1.202,NA
9,880,dry,Apr,watered,liana,Machaeriummilleflorum,-0.372,-1.05,-0.678,NA
9,819,dry,Apr,watered,liana,Maripapanamensis,-0.617,-0.676,-0.059,NA
9,883,dry,Apr,watered,liana,Paulliniapinnata,-0.544,-1.385,-0.841,NA
9,889,dry,Apr,watered,liana,Paulliniapinnata,-0.559,-2.213,-1.654,NA
9,838,dry,Apr,watered,tree,Hieronymaalchorneoides,-0.627,-1.451,-0.824,NA
9,854,dry,Apr,watered,tree,Hieronymaalchorneoides,-0.581,-1.224,-0.643,NA
9,858,dry,Apr,watered,tree,Huracrepitans,-0.961,-1.543,-0.582,NA
9,840,dry,Apr,watered,tree,Terminaliaamazonia,-0.592,-1.804,-1.212,NA
9,870,dry,Apr,watered,tree,Terminaliaamazonia,-0.776,-1.22,-0.444,NA
9,899,dry,Mar,watered,liana,Callichlamyslatifolia,-0.251,-1.177,-0.926,NA
9,899,dry,Mar,watered,liana,Callichlamyslatifolia,-0.625,-1.544,-0.919,6.07
9,831,dry,Mar,watered,liana,Davillakunthii,-0.967,-2.343,-1.376,NA
9,850,dry,Mar,watered,liana,Davillakunthii,-0.673,-2.487,-1.814,NA
9,831,dry,Mar,watered,liana,Davillakunthii,-0.615,-1.362,-0.747,6.34
9,882,dry,Mar,watered,liana,Doliocarpusmajor,-0.832,-1.966,-1.134,NA
9,890,dry,Mar,watered,liana,Doliocarpusmajor,-0.339,-2.204,-1.865,NA
9,882,dry,Mar,watered,liana,Doliocarpusmajor,-0.68,-1.704,-1.024,6.48
9,829,dry,Mar,watered,liana,Machaeriummilleflorum,-0.179,-1.27,-1.091,NA
9,880,dry,Mar,watered,liana,Machaeriummilleflorum,-0.156,-1.588,-1.432,NA
9,829,dry,Mar,watered,liana,Machaeriummilleflorum,-0.642,-1.183,-0.541,13.5
9,819,dry,Mar,watered,liana,Maripapanamensis,-0.463,-0.748,-0.285,NA
9,819,dry,Mar,watered,liana,Maripapanamensis,-0.771,-1.39,-0.619,2.06
9,883,dry,Mar,watered,liana,Paulliniapinnata,-0.381,-2.616,-2.235,NA
9,889,dry,Mar,watered,liana,Paulliniapinnata,-0.394,-2.593,-2.199,NA
9,883,dry,Mar,watered,liana,Paulliniapinnata,-0.566,-2.025,-1.459,2.97
9,818,dry,Mar,watered,tree,Crescentiacujete,-0.76,-1.456,-0.696,4.67
9,891,dry,Mar,watered,tree,Dipteryxoleifera,NA,NA,NA,3.01
9,838,dry,Mar,watered,tree,Hieronymaalchorneoides,-0.379,-0.881,-0.502,NA
9,854,dry,Mar,watered,tree,Hieronymaalchorneoides,-0.281,-1.544,-1.263,NA
9,854,dry,Mar,watered,tree,Hieronymaalchorneoides,-0.903,-1.451,-0.548,5.96
9,858,dry,Mar,watered,tree,Huracrepitans,-0.308,-0.871,-0.563,NA
9,858,dry,Mar,watered,tree,Huracrepitans,NA,NA,NA,NA
9,814,dry,Mar,watered,tree,Swieteniamacrophylla,-1.25,-2.853,-1.603,4.05
9,840,dry,Mar,watered,tree,Terminaliaamazonia,-0.464,-1.982,-1.518,NA
9,870,dry,Mar,watered,tree,Terminaliaamazonia,-0.548,-1.393,-0.845,NA
9,840,dry,Mar,watered,tree,Terminaliaamazonia,-2.099,-2.11,-0.011,0.887
9,899,transition,May,watered,liana,Callichlamyslatifolia,-0.324,-1.193,-0.869,NA
9,831,transition,May,watered,liana,Davillakunthii,-0.19,-1.95,-1.76,NA
9,850,transition,May,watered,liana,Davillakunthii,-0.449,-0.824,-0.375,NA
9,882,transition,May,watered,liana,Doliocarpusmajor,-0.393,-0.982,-0.589,NA
9,890,transition,May,watered,liana,Doliocarpusmajor,-0.11,-1.79,-1.68,NA
9,829,transition,May,watered,liana,Machaeriummilleflorum,-0.389,-1.594,-1.205,NA
9,880,transition,May,watered,liana,Machaeriummilleflorum,-0.164,-0.774,-0.61,NA
9,819,transition,May,watered,liana,Maripapanamensis,-0.541,-1.335,-0.794,NA
9,883,transition,May,watered,liana,Paulliniapinnata,-0.257,-3.107,-2.85,NA
9,889,transition,May,watered,liana,Paulliniapinnata,-0.46,-2.235,-1.775,NA
9,838,transition,May,watered,tree,Hieronymaalchorneoides,-0.402,-1.38,-0.978,NA
9,854,transition,May,watered,tree,Hieronymaalchorneoides,-0.391,-1.33,-0.939,NA
9,858,transition,May,watered,tree,Huracrepitans,-0.561,-1.048,-0.487,NA
9,840,transition,May,watered,tree,Terminaliaamazonia,-0.076,-0.916,-0.84,NA
9,870,transition,May,watered,tree,Terminaliaamazonia,-0.198,-1.875,-1.677,NA
9,899,wet,Oct,watered,liana,Callichlamyslatifolia,-0.141,-1.422,-1.281,10.6
9,831,wet,Oct,watered,liana,Davillakunthii,-0.108,-1.274,-1.166,9.38
9,882,wet,Oct,watered,liana,Doliocarpusmajor,-0.295,-1.859,-1.564,16.2
9,829,wet,Oct,watered,liana,Machaeriummilleflorum,-0.22,-0.518,-0.298,9.69
9,819,wet,Oct,watered,liana,Maripapanamensis,-0.213,-1.581,-1.368,5.1
9,883,wet,Oct,watered,liana,Paulliniapinnata,-0.075,-2.429,-2.354,17.8
9,818,wet,Oct,watered,tree,Crescentiacujete,-0.158,-1.08,-0.922,2.91
9,891,wet,Oct,watered,tree,Dipteryxoleifera,-0.113,-0.484,-0.371,12.4
9,854,wet,Oct,watered,tree,Hieronymaalchorneoides,-0.149,-0.818,-0.669,12.8
9,858,wet,Oct,watered,tree,Huracrepitans,-0.379,-0.828,-0.449,17.1
9,814,wet,Oct,watered,tree,Swieteniamacrophylla,-0.209,-2.103,-1.894,6.79
9,840,wet,Oct,watered,tree,Terminaliaamazonia,-0.115,-0.731,-0.616,14.7
9,899,wet,Sep,watered,liana,Callichlamyslatifolia,-0.29,-1.34,-1.05,NA
9,831,wet,Sep,watered,liana,Davillakunthii,-0.028,-1.015,-0.987,NA
9,850,wet,Sep,watered,liana,Davillakunthii,-0.064,-1.263,-1.199,NA
9,882,wet,Sep,watered,liana,Doliocarpusmajor,-0.037,-1.215,-1.178,NA
9,890,wet,Sep,watered,liana,Doliocarpusmajor,-0.036,-1.114,-1.078,NA
9,829,wet,Sep,watered,liana,Machaeriummilleflorum,-0.146,-0.874,-0.728,NA
9,880,wet,Sep,watered,liana,Machaeriummilleflorum,-0.098,-0.446,-0.348,NA
9,819,wet,Sep,watered,liana,Maripapanamensis,-0.042,-1.342,-1.3,NA
9,883,wet,Sep,watered,liana,Paulliniapinnata,-0.126,-0.756,-0.63,NA
9,889,wet,Sep,watered,liana,Paulliniapinnata,-0.285,-0.829,-0.544,NA
9,838,wet,Sep,watered,tree,Hieronymaalchorneoides,-0.144,-0.849,-0.705,NA
9,854,wet,Sep,watered,tree,Hieronymaalchorneoides,-0.038,-0.988,-0.95,NA
9,858,wet,Sep,watered,tree,Huracrepitans,-0.188,-0.664,-0.476,NA
9,840,wet,Sep,watered,tree,Terminaliaamazonia,-0.028,-0.624,-0.596,NA
9,870,wet,Sep,watered,tree,Terminaliaamazonia,-0.064,-0.694,-0.63,NA
10,904,dry,Apr,unwatered,liana,Callichlamyslatifolia,-0.388,-1.688,-1.3,NA
10,971,dry,Apr,unwatered,liana,Callichlamyslatifolia,-0.167,-1.902,-1.735,NA
10,912,dry,Apr,unwatered,liana,Davillakunthii,-0.671,-2.234,-1.563,NA
10,950,dry,Apr,unwatered,liana,Davillakunthii,-0.883,-2.18,-1.297,NA
10,916,dry,Apr,unwatered,liana,Doliocarpusmajor,-0.736,-1.451,-0.715,NA
10,920,dry,Apr,unwatered,liana,Doliocarpusmajor,-0.622,-1.801,-1.179,NA
10,960,dry,Apr,unwatered,liana,Machaeriummilleflorum,-0.7,-1.796,-1.096,NA
10,969,dry,Apr,unwatered,liana,Machaeriummilleflorum,-0.669,-1.782,-1.113,NA
10,966,dry,Apr,unwatered,liana,Maripapanamensis,-0.362,-1.7,-1.338,NA
10,967,dry,Apr,unwatered,liana,Paulliniapinnata,-0.984,-1.481,-0.497,NA
10,968,dry,Apr,unwatered,tree,Crescentiacujete,-1.062,-2.194,-1.132,NA
10,993,dry,Apr,unwatered,tree,Crescentiacujete,-0.646,-2.004,-1.358,NA
10,962,dry,Apr,unwatered,tree,Dipteryxoleifera,-1.924,-3.469,-1.545,NA
10,944,dry,Apr,unwatered,tree,Hieronymaalchorneoides,-1.282,-1.762,-0.48,NA
10,975,dry,Apr,unwatered,tree,Huracrepitans,-0.814,-1.582,-0.768,NA
10,978,dry,Apr,unwatered,tree,Huracrepitans,-0.917,-1.251,-0.334,NA
10,938,dry,Apr,unwatered,tree,Swieteniamacrophylla,-1.401,-2.282,-0.881,NA
10,985,dry,Apr,unwatered,tree,Terminaliaamazonia,-1.485,-2.19,-0.705,NA
10,999,dry,Apr,unwatered,tree,Terminaliaamazonia,-1.007,-1.763,-0.756,NA
10,904,dry,Mar,unwatered,liana,Callichlamyslatifolia,-0.537,-1.389,-0.852,NA
10,971,dry,Mar,unwatered,liana,Callichlamyslatifolia,-0.109,-1.48,-1.371,NA
