From: Smith-Martin et al. (2019) Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. Ecology 100:e02827,,,,,,,,,,,,,,
These data are summaries of data available online with the article:,,,,https://doi.org/10.5061/dryad.844rs7d,,,,,,,,,,
mean_MPa is pre-dawn leaf water potential; it is the mean from replicate trees in replicate plots which were not watered.,,,,,,,,,,,,,,
mean_CO2_flux is flux into a leaf; it is a very close proxy for photosynthetic rate,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Plot,Treatment,Tag,Speciesname,Habit,PredawnMPa,MiddayMPa,MiddayMinusPredawnMPa,Photo.umolCO2,Condu.mol.H2O,IntrinsicWUE.A,InstantaneusWUE.A,SoilMoisture,Date,Season
11,watered,1072,Callichlamyslatifolia,liana,-0.357,-1.276,-0.919,NA,NA,NA,NA,26.7968,3_March_15,dry
11,watered,1073,Callichlamyslatifolia,liana,-0.902,-1.782,-0.88,NA,NA,NA,NA,27.9096,9_March_15,dry
11,watered,1049,Davillakunthii,liana,-0.636,-1.782,-1.146,NA,NA,NA,NA,40.5356,4_March_15,dry
11,watered,1095,Davillakunthii,liana,-0.243,-1.315,-1.072,NA,NA,NA,NA,17.98,3_March_15,dry
11,watered,1013,Doliocarpusmajor,liana,-0.129,-1.38,-1.251,NA,NA,NA,NA,32.2324,4_March_15,dry
11,watered,1016,Doliocarpusmajor,liana,-0.237,-0.45,-0.213,NA,NA,NA,NA,29.0224,3_March_15,dry
11,watered,1077,Machaeriummilleflorum,liana,-0.591,-1.282,-0.691,NA,NA,NA,NA,27.0536,7_March_15,dry
11,watered,1085,Machaeriummilleflorum,liana,-0.438,-2.203,-1.765,NA,NA,NA,NA,25.042,4_March_15,dry
11,watered,1074,Maripapanamensis,liana,-0.742,-1.871,-1.129,NA,NA,NA,NA,26.5828,9_March_15,dry
11,watered,1076,Maripapanamensis,liana,-0.658,-1.324,-0.666,NA,NA,NA,NA,21.5324,11_March_15,dry
11,watered,1028,Paulliniapinnata,liana,-0.853,-2.812,-1.959,NA,NA,NA,NA,20.2912,13_March_15,dry
11,watered,1084,Paulliniapinnata,liana,-0.941,-2.181,-1.24,NA,NA,NA,NA,24.4856,9_March_15,dry
11,watered,1048,Crescentiacujete,tree,-0.653,-1.597,-0.944,NA,NA,NA,NA,24.1432,11_March_15,dry
11,watered,1080,Crescentiacujete,tree,-0.298,-2.101,-1.803,NA,NA,NA,NA,18.408,4_March_15,dry
11,watered,1052,Dipteryxoleifera,tree,-0.372,-1.473,-1.101,NA,NA,NA,NA,20.2912,11_March_15,dry
11,watered,1058,Dipteryxoleifera,tree,-0.794,-1.622,-0.828,NA,NA,NA,NA,18.7504,11_March_15,dry
11,watered,1004,Hieronymaalchorneoides,tree,-0.127,-0.854,-0.727,NA,NA,NA,NA,35.1,4_March_15,dry
11,watered,1086,Hieronymaalchorneoides,tree,-0.196,-1.301,-1.105,NA,NA,NA,NA,18.3652,3_March_15,dry
11,watered,1067,Huracrepitans,tree,-0.283,-0.754,-0.471,NA,NA,NA,NA,47.94,4_March_15,dry
11,watered,1059,Swieteniamacrophylla,tree,-0.372,-1.903,-1.531,NA,NA,NA,NA,24.7424,6_March_15,dry
11,watered,1005,Terminaliaamazonia,tree,-0.671,-1.678,-1.007,NA,NA,NA,NA,21.2328,13_March_15,dry
11,watered,1010,Terminaliaamazonia,tree,-0.825,-2.191,-1.366,NA,NA,NA,NA,17.4664,13_March_15,dry
12,unwatered,1107,Davillakunthii,liana,-0.541,-2.229,-1.688,NA,NA,NA,NA,19.5208,3_March_15,dry
12,unwatered,1130,Davillakunthii,liana,-0.197,-2.501,-2.304,NA,NA,NA,NA,18.408,4_March_15,dry
12,unwatered,1111,Doliocarpusmajor,liana,-0.392,-1.601,-1.209,NA,NA,NA,NA,19.5208,3_March_15,dry
12,unwatered,1151,Doliocarpusmajor,liana,-0.237,-1.882,-1.645,NA,NA,NA,NA,17.7232,4_March_15,dry
12,unwatered,1143,Machaeriummilleflorum,liana,-0.439,-1.804,-1.365,NA,NA,NA,NA,16.0112,13_March_15,dry
12,unwatered,1189,Machaeriummilleflorum,liana,-0.221,-2.201,-1.98,NA,NA,NA,NA,16.3536,4_March_15,dry
12,unwatered,1102,Maripapanamensis,liana,-0.127,-2.008,-1.881,NA,NA,NA,NA,18.2796,4_March_15,dry
12,unwatered,1198,Maripapanamensis,liana,-0.898,-1.401,-0.503,NA,NA,NA,NA,17.4664,7_March_15,dry
12,unwatered,1136,Paulliniapinnata,liana,-0.449,-2.043,-1.594,NA,NA,NA,NA,18.2796,6_March_15,dry
12,unwatered,1180,Paulliniapinnata,liana,-0.649,-2.423,-1.774,NA,NA,NA,NA,18.5364,7_March_15,dry
12,unwatered,1122,Crescentiacujete,tree,-0.148,-2.003,-1.855,NA,NA,NA,NA,19.3496,4_March_15,dry
12,unwatered,1141,Dipteryxoleifera,tree,-0.219,-2.801,-2.582,NA,NA,NA,NA,16.0112,13_March_15,dry
12,unwatered,1186,Dipteryxoleifera,tree,-1.632,-3.003,-1.371,NA,NA,NA,NA,18.836,6_March_15,dry
12,unwatered,1179,Hieronymaalchorneoides,tree,-1.508,-1.852,-0.344,NA,NA,NA,NA,17.3808,6_March_15,dry
12,unwatered,1193,Hieronymaalchorneoides,tree,-1.057,-1.302,-0.245,NA,NA,NA,NA,19.5636,3_March_15,dry
12,unwatered,1110,Huracrepitans,tree,-0.451,-1.45,-0.999,NA,NA,NA,NA,16.4392,4_March_15,dry
12,unwatered,1150,Huracrepitans,tree,-1.031,-1.38,-0.349,NA,NA,NA,NA,18.6648,6_March_15,dry
12,unwatered,1184,Swieteniamacrophylla,tree,-1.173,-2.879,-1.706,NA,NA,NA,NA,17.7232,11_March_15,dry
12,unwatered,1197,Swieteniamacrophylla,tree,-2.092,-2.762,-0.67,NA,NA,NA,NA,20.12,9_March_15,dry
12,unwatered,1101,Terminaliaamazonia,tree,-0.203,-1.841,-1.638,NA,NA,NA,NA,16.8244,11_March_15,dry
12,unwatered,1187,Terminaliaamazonia,tree,-0.758,-2.178,-1.42,NA,NA,NA,NA,18.408,7_March_15,dry
5,unwatered,402,Davillakunthii,liana,-2.892,-3.675,-0.783,NA,NA,NA,NA,20.1792,6_April_15,dry
4,unwatered,394,Callichlamyslatifolia,liana,-0.325,-1.921,-1.596,NA,NA,NA,NA,21.4418,6_April_15,dry
3,watered,221,Terminaliaamazonia,tree,-0.925,-1.852,-0.927,NA,NA,NA,NA,23.958,6_April_15,dry
4,unwatered,330,Davillakunthii,liana,-2.203,-2.752,-0.549,NA,NA,NA,NA,21.4965,6_April_15,dry
6,watered,564,Doliocarpusmajor,liana,-0.707,-1.351,-0.644,NA,NA,NA,NA,21.5916,6_April_15,dry
1,unwatered,60,Machaeriummilleflorum,liana,-0.605,-1.677,-1.072,NA,NA,NA,NA,18.134,6_April_15,dry
2,watered,133,Maripapanamensis,liana,-0.625,-1.442,-0.817,NA,NA,NA,NA,32.1256,6_April_15,dry
6,watered,530,Davillakunthii,liana,-0.44,-2.214,-1.774,NA,NA,NA,NA,20.9924,6_April_15,dry
2,watered,169,Dipteryxoleifera,tree,-1.027,-1.652,-0.625,NA,NA,NA,NA,25.4454,6_April_15,dry
3,watered,205,Machaeriummilleflorum,liana,-0.825,-2.123,-1.298,NA,NA,NA,NA,20.7307,6_April_15,dry
5,unwatered,483,Machaeriummilleflorum,liana,-1.05,-1.9,-0.85,NA,NA,NA,NA,17.868,6_April_15,dry
2,watered,128,Davillakunthii,liana,-0.512,-2.427,-1.915,NA,NA,NA,NA,20.3432,6_April_15,dry
1,unwatered,50,Davillakunthii,liana,-1.364,-2.001,-0.637,NA,NA,NA,NA,17.2924,8_April_15,dry
1,unwatered,100,Davillakunthii,liana,-1.521,-3.284,-1.763,NA,NA,NA,NA,21.1322,3_April_15,dry
1,unwatered,1,Doliocarpusmajor,liana,-1.693,-4.862,-3.169,NA,NA,NA,NA,17.2398,3_April_15,dry
1,unwatered,7,Doliocarpusmajor,liana,-1.661,-4.942,-3.281,NA,NA,NA,NA,18.5548,8_April_15,dry
1,unwatered,22,Machaeriummilleflorum,liana,-0.792,-2.045,-1.253,NA,NA,NA,NA,15.9248,7_April_15,dry
1,unwatered,25,Maripapanamensis,liana,-0.849,-1.391,-0.542,NA,NA,NA,NA,16.9242,11_April_15,dry
1,unwatered,82,Maripapanamensis,liana,-0.769,-1.869,-1.1,NA,NA,NA,NA,19.2386,3_April_15,dry
1,unwatered,4,Paulliniapinnata,liana,-0.72,-2.264,-1.544,NA,NA,NA,NA,16.556,11_April_15,dry
1,unwatered,95,Paulliniapinnata,liana,-0.994,-1.741,-0.747,NA,NA,NA,NA,19.0808,10_April_15,dry
1,unwatered,75,Dipteryxoleifera,tree,-1.001,-3.638,-2.637,NA,NA,NA,NA,19.2912,11_April_15,dry
1,unwatered,92,Dipteryxoleifera,tree,-0.595,-2.342,-1.747,NA,NA,NA,NA,16.6612,3_April_15,dry
1,unwatered,18,Swieteniamacrophylla,tree,-3.55,-3.562,-0.012,NA,NA,NA,NA,18.3444,11_April_15,dry
1,unwatered,6,Terminaliaamazonia,tree,-0.681,-2.267,-1.586,NA,NA,NA,NA,16.03,7_April_15,dry
1,unwatered,61,Terminaliaamazonia,tree,-1.005,-1.975,-0.97,NA,NA,NA,NA,18.397,4_April_15,dry
2,watered,145,Callichlamyslatifolia,liana,-0.571,-1.191,-0.62,NA,NA,NA,NA,24.0252,11_April_15,dry
2,watered,175,Davillakunthii,liana,-0.254,-1.017,-0.763,NA,NA,NA,NA,22.4472,10_April_15,dry
2,watered,122,Doliocarpusmajor,liana,-0.601,-1.612,-1.011,NA,NA,NA,NA,21.0796,7_April_15,dry
2,watered,192,Doliocarpusmajor,liana,-0.386,-0.784,-0.398,NA,NA,NA,NA,21.1848,13_April_15,dry
2,watered,141,Machaeriummilleflorum,liana,-0.661,-1.873,-1.212,NA,NA,NA,NA,20.0276,7_April_15,dry
2,watered,168,Machaeriummilleflorum,liana,-0.485,-0.692,-0.207,NA,NA,NA,NA,21.7108,11_April_15,dry
2,watered,146,Maripapanamensis,liana,-0.623,-1.482,-0.859,NA,NA,NA,NA,23.8148,10_April_15,dry
2,watered,123,Paulliniapinnata,liana,-0.531,-1.302,-0.771,NA,NA,NA,NA,19.975,7_April_15,dry
2,watered,194,Paulliniapinnata,liana,-0.637,-2.292,-1.655,NA,NA,NA,NA,18.66,4_April_15,dry
2,watered,105,Crescentiacujete,tree,-0.783,-1.468,-0.685,NA,NA,NA,NA,20.6062,4_April_15,dry
2,watered,181,Crescentiacujete,tree,-1.07,-1.69,-0.62,NA,NA,NA,NA,17.1872,8_April_15,dry
2,watered,179,Dipteryxoleifera,tree,-1.203,-1.256,-0.053,NA,NA,NA,NA,22.7628,4_April_15,dry
2,watered,152,Hieronymaalchorneoides,tree,-0.532,-1.083,-0.551,NA,NA,NA,NA,20.2906,7_April_15,dry
2,watered,193,Hieronymaalchorneoides,tree,-0.641,-1.561,-0.92,NA,NA,NA,NA,21.29,8_April_15,dry
2,watered,172,Huracrepitans,tree,-1.433,-1.502,-0.069,NA,NA,NA,NA,18.923,7_April_15,dry
2,watered,198,Huracrepitans,tree,-0.834,-0.943,-0.109,NA,NA,NA,NA,19.0808,10_April_15,dry
2,watered,131,Swieteniamacrophylla,tree,-1.052,-2.131,-1.079,NA,NA,NA,NA,20.238,7_April_15,dry
2,watered,142,Swieteniamacrophylla,tree,-0.233,-1.802,-1.569,NA,NA,NA,NA,19.712,13_April_15,dry
2,watered,159,Terminaliaamazonia,tree,-0.144,-0.693,-0.549,NA,NA,NA,NA,22.605,10_April_15,dry
2,watered,199,Terminaliaamazonia,tree,-0.39,-1.472,-1.082,NA,NA,NA,NA,20.238,13_April_15,dry
3,watered,204,Callichlamyslatifolia,liana,-0.904,-1.243,-0.339,NA,NA,NA,NA,20.676,10_April_15,dry
3,watered,260,Davillakunthii,liana,-0.227,-1.821,-1.594,NA,NA,NA,NA,30.9596,3_April_15,dry
3,watered,284,Davillakunthii,liana,-0.355,-1.012,-0.657,NA,NA,NA,NA,25.052,13_April_15,dry
3,watered,234,Doliocarpusmajor,liana,-0.36,-1.35,-0.99,NA,NA,NA,NA,26.0366,8_April_15,dry
3,watered,297,Machaeriummilleflorum,liana,-0.532,-0.904,-0.372,NA,NA,NA,NA,30.3579,11_April_15,dry
3,watered,231,Maripapanamensis,liana,-0.985,-1.537,-0.552,NA,NA,NA,NA,23.7392,4_April_15,dry
3,watered,286,Maripapanamensis,liana,-0.67,-1.39,-0.72,NA,NA,NA,NA,24.0674,11_April_15,dry
3,watered,266,Dipteryxoleifera,tree,-1.27,-1.347,-0.077,NA,NA,NA,NA,32.0536,3_April_15,dry
3,watered,269,Hieronymaalchorneoides,tree,-0.685,-1.12,-0.435,NA,NA,NA,NA,24.7238,11_April_15,dry
3,watered,288,Hieronymaalchorneoides,tree,-0.783,-1.377,-0.594,NA,NA,NA,NA,24.505,4_April_15,dry
3,watered,202,Huracrepitans,tree,-0.917,-0.925,-0.008,NA,NA,NA,NA,25.3802,10_April_15,dry
3,watered,281,Swieteniamacrophylla,tree,-0.825,-1.942,-1.117,NA,NA,NA,NA,19.7461,10_April_15,dry
3,watered,236,Terminaliaamazonia,tree,-0.551,-0.565,-0.014,NA,NA,NA,NA,23.8486,11_April_15,dry
4,unwatered,306,Callichlamyslatifolia,liana,-0.282,-0.972,-0.69,NA,NA,NA,NA,21.77,8_April_15,dry
4,unwatered,320,Davillakunthii,liana,-0.632,-1.581,-0.949,NA,NA,NA,NA,21.7153,10_April_15,dry
4,unwatered,318,Doliocarpusmajor,liana,-2.182,-3.15,-0.968,NA,NA,NA,NA,23.3016,4_April_15,dry
4,unwatered,329,Doliocarpusmajor,liana,-3.26,-3.622,-0.362,NA,NA,NA,NA,23.0828,7_April_15,dry
4,unwatered,359,Machaeriummilleflorum,liana,-0.633,-1.202,-0.569,NA,NA,NA,NA,21.223,7_April_15,dry
4,unwatered,397,Machaeriummilleflorum,liana,-0.643,-1.759,-1.116,NA,NA,NA,NA,19.6914,13_April_15,dry
4,unwatered,383,Maripapanamensis,liana,-0.922,-1.554,-0.632,NA,NA,NA,NA,22.2076,7_April_15,dry
4,unwatered,385,Maripapanamensis,liana,-0.58,-1.222,-0.642,NA,NA,NA,NA,19.8008,11_April_15,dry
4,unwatered,363,Paulliniapinnata,liana,-0.685,-1.654,-0.969,NA,NA,NA,NA,26.5836,3_April_15,dry
4,unwatered,389,Paulliniapinnata,liana,-0.652,-2.383,-1.731,NA,NA,NA,NA,21.3871,13_April_15,dry
4,unwatered,302,Crescentiacujete,tree,-0.74,-1.178,-0.438,NA,NA,NA,NA,19.6914,3_April_15,dry
4,unwatered,349,Crescentiacujete,tree,-1.572,-1.831,-0.259,NA,NA,NA,NA,23.6298,4_April_15,dry
4,unwatered,324,Dipteryxoleifera,tree,-2.716,-3.042,-0.326,NA,NA,NA,NA,22.6452,4_April_15,dry
4,unwatered,382,Dipteryxoleifera,tree,-1.87,-4.107,-2.237,NA,NA,NA,NA,19.2538,8_April_15,dry
4,unwatered,400,Huracrepitans,tree,-0.672,-1.152,-0.48,NA,NA,NA,NA,19.2538,4_April_15,dry
4,unwatered,313,Swieteniamacrophylla,tree,-1.003,-2.512,-1.509,NA,NA,NA,NA,22.6452,11_April_15,dry
4,unwatered,388,Swieteniamacrophylla,tree,-2.87,-4.932,-2.062,NA,NA,NA,NA,19.8008,8_April_15,dry
4,unwatered,319,Terminaliaamazonia,tree,-2.416,-3.211,-0.795,NA,NA,NA,NA,21.0589,10_April_15,dry
4,unwatered,358,Terminaliaamazonia,tree,-1.3,-2,-0.7,NA,NA,NA,NA,22.7546,13_April_15,dry
5,unwatered,422,Davillakunthii,liana,-0.513,-2.393,-1.88,NA,NA,NA,NA,21.6772,14_April_15,dry
5,unwatered,407,Doliocarpusmajor,liana,-0.912,-1.552,-0.64,NA,NA,NA,NA,19.1092,11_April_15,dry
5,unwatered,436,Doliocarpusmajor,liana,-0.98,-0.983,-0.003,NA,NA,NA,NA,17.9536,11_April_15,dry
5,unwatered,414,Machaeriummilleflorum,liana,-0.442,-1.276,-0.834,NA,NA,NA,NA,19.6656,8_April_15,dry
5,unwatered,420,Maripapanamensis,liana,-1.001,-1.447,-0.446,NA,NA,NA,NA,18.4672,11_April_15,dry
5,unwatered,463,Maripapanamensis,liana,-1.479,-1.984,-0.505,NA,NA,NA,NA,19.366,13_April_15,dry
5,unwatered,452,Crescentiacujete,tree,-0.979,-2.034,-1.055,NA,NA,NA,NA,18.8096,10_April_15,dry
5,unwatered,491,Crescentiacujete,tree,-0.925,-1.159,-0.234,NA,NA,NA,NA,16.9264,10_April_15,dry
5,unwatered,408,Swieteniamacrophylla,tree,-1.102,-1.104,-0.002,NA,NA,NA,NA,19.3232,7_April_15,dry
5,unwatered,471,Swieteniamacrophylla,tree,-1.111,-2.623,-1.512,NA,NA,NA,NA,19.2376,11_April_15,dry
5,unwatered,473,Swieteniamacrophylla,tree,-1.131,-1.902,-0.771,NA,NA,NA,NA,18.5528,11_April_15,dry
5,unwatered,401,Terminaliaamazonia,tree,-2.221,-2.234,-0.013,NA,NA,NA,NA,19.2376,8_April_15,dry
5,unwatered,459,Terminaliaamazonia,tree,-1.161,-2.037,-0.876,NA,NA,NA,NA,18.0392,8_April_15,dry
6,watered,596,Callichlamyslatifolia,liana,-0.229,-1.243,-1.014,NA,NA,NA,NA,22.4048,8_April_15,dry
6,watered,597,Callichlamyslatifolia,liana,-0.291,-1.558,-1.267,NA,NA,NA,NA,22.7472,4_April_15,dry
6,watered,578,Davillakunthii,liana,-0.853,-1.38,-0.527,NA,NA,NA,NA,27.6264,13_April_15,dry
6,watered,583,Doliocarpusmajor,liana,-0.452,-1.203,-0.751,NA,NA,NA,NA,21.934,8_April_15,dry
6,watered,525,Machaeriummilleflorum,liana,-0.412,-1.776,-1.364,NA,NA,NA,NA,32.3772,13_April_15,dry
6,watered,535,Machaeriummilleflorum,liana,-0.482,-0.532,-0.05,NA,NA,NA,NA,22.576,3_April_15,dry
6,watered,588,Maripapanamensis,liana,-0.35,-1.231,-0.881,NA,NA,NA,NA,23.8172,13_April_15,dry
6,watered,593,Maripapanamensis,liana,-0.874,-1.683,-0.809,NA,NA,NA,NA,19.8368,7_April_15,dry
6,watered,584,Paulliniapinnata,liana,-0.492,-2.264,-1.772,NA,NA,NA,NA,26.2568,13_April_15,dry
6,watered,586,Paulliniapinnata,liana,-0.457,-1.92,-1.463,NA,NA,NA,NA,24.1168,3_April_15,dry
6,watered,502,Crescentiacujete,tree,-0.871,-1.68,-0.809,NA,NA,NA,NA,18.724,10_April_15,dry
6,watered,523,Crescentiacujete,tree,-1.102,-1.453,-0.351,NA,NA,NA,NA,20.1792,3_April_15,dry
6,watered,576,Dipteryxoleifera,tree,-0.653,-1.754,-1.101,NA,NA,NA,NA,25.572,10_April_15,dry
6,watered,595,Dipteryxoleifera,tree,-0.752,-2.015,-1.263,NA,NA,NA,NA,23.7744,8_April_15,dry
6,watered,561,Hieronymaalchorneoides,tree,-1.603,-1.601,0.002,NA,NA,NA,NA,20.5216,8_April_15,dry
6,watered,598,Hieronymaalchorneoides,tree,-0.72,-1.42,-0.7,NA,NA,NA,NA,21.6344,13_April_15,dry
6,watered,537,Swieteniamacrophylla,tree,-0.827,-2.84,-2.013,NA,NA,NA,NA,21.3776,8_April_15,dry
6,watered,560,Swieteniamacrophylla,tree,-0.91,-2.64,-1.73,NA,NA,NA,NA,19.794,11_April_15,dry
6,watered,515,Terminaliaamazonia,tree,-0.643,-1.322,-0.679,NA,NA,NA,NA,22.8328,7_April_15,dry
6,watered,594,Terminaliaamazonia,tree,-0.566,-1.269,-0.703,NA,NA,NA,NA,26.856,13_April_15,dry
7,unwatered,673,Callichlamyslatifolia,liana,-0.375,-1.061,-0.686,NA,NA,NA,NA,20.8184,7_April_15,dry
7,unwatered,691,Callichlamyslatifolia,liana,-0.332,-2.235,-1.903,NA,NA,NA,NA,18.868,10_April_15,dry
7,unwatered,628,Davillakunthii,liana,-0.701,-2.415,-1.714,NA,NA,NA,NA,20.3096,4_April_15,dry
7,unwatered,699,Davillakunthii,liana,-0.635,-2.247,-1.612,NA,NA,NA,NA,19.1224,11_April_15,dry
7,unwatered,624,Doliocarpusmajor,liana,-2.372,-4.07,-1.698,NA,NA,NA,NA,19.6312,10_April_15,dry
7,unwatered,685,Doliocarpusmajor,liana,-1.14,-2.203,-1.063,NA,NA,NA,NA,19.8856,13_April_15,dry
7,unwatered,670,Machaeriummilleflorum,liana,-0.417,-1.691,-1.274,NA,NA,NA,NA,19.5888,13_April_15,dry
7,unwatered,696,Machaeriummilleflorum,liana,-0.39,-0.391,-0.001,NA,NA,NA,NA,18.1896,10_April_15,dry
7,unwatered,650,Maripapanamensis,liana,-1.812,-2.248,-0.436,NA,NA,NA,NA,18.6984,13_April_15,dry
7,unwatered,603,Paulliniapinnata,liana,-0.801,-1.106,-0.305,NA,NA,NA,NA,20.5216,8_April_15,dry
7,unwatered,686,Paulliniapinnata,liana,-0.725,-1.934,-1.209,NA,NA,NA,NA,21.5816,14_April_15,dry
7,unwatered,682,Crescentiacujete,tree,-0.851,-1.882,-1.031,NA,NA,NA,NA,18.2744,8_April_15,dry
7,unwatered,633,Dipteryxoleifera,tree,-2.817,-4.209,-1.392,NA,NA,NA,NA,19.292,7_April_15,dry
7,unwatered,668,Hieronymaalchorneoides,tree,-2.872,-2.889,-0.017,NA,NA,NA,NA,22.1752,4_April_15,dry
7,unwatered,602,Swieteniamacrophylla,tree,-0.891,-2.439,-1.548,NA,NA,NA,NA,20.0976,4_April_15,dry
7,unwatered,616,Swieteniamacrophylla,tree,-1.172,-2.4,-1.228,NA,NA,NA,NA,21.3272,3_April_15,dry
7,unwatered,605,Terminaliaamazonia,tree,-1.283,-2.422,-1.139,NA,NA,NA,NA,20.14,3_April_15,dry
7,unwatered,608,Terminaliaamazonia,tree,-1.051,-1.054,-0.003,NA,NA,NA,NA,18.9528,11_April_15,dry
8,watered,728,Callichlamyslatifolia,liana,-0.666,-1.327,-0.661,NA,NA,NA,NA,22.7264,7_April_15,dry
8,watered,739,Callichlamyslatifolia,liana,-0.515,-1.54,-1.025,NA,NA,NA,NA,22.472,10_April_15,dry
8,watered,703,Davillakunthii,liana,-0.631,-1.624,-0.993,NA,NA,NA,NA,19.2496,7_April_15,dry
8,watered,705,Davillakunthii,liana,-0.37,-1.571,-1.201,NA,NA,NA,NA,19.1648,8_April_15,dry
8,watered,707,Doliocarpusmajor,liana,-0.699,-1.767,-1.068,NA,NA,NA,NA,19.4616,7_April_15,dry
8,watered,709,Doliocarpusmajor,liana,-0.872,-1.703,-0.831,NA,NA,NA,NA,19.0376,3_April_15,dry
8,watered,712,Machaeriummilleflorum,liana,-1.062,-2.059,-0.997,NA,NA,NA,NA,21.9208,6_April_15,dry
8,watered,787,Machaeriummilleflorum,liana,-0.371,-0.791,-0.42,NA,NA,NA,NA,19.292,13_April_15,dry
8,watered,752,Maripapanamensis,liana,-0.551,-1.466,-0.915,NA,NA,NA,NA,19.928,8_April_15,dry
8,watered,734,Paulliniapinnata,liana,-0.885,-2.653,-1.768,NA,NA,NA,NA,21.3272,6_April_15,dry
8,watered,740,Paulliniapinnata,liana,-0.467,-2.821,-2.354,NA,NA,NA,NA,25.3128,11_April_15,dry
8,watered,762,Dipteryxoleifera,tree,-0.761,-1.772,-1.011,NA,NA,NA,NA,25.0584,11_April_15,dry
8,watered,791,Dipteryxoleifera,tree,-1.303,-2.645,-1.342,NA,NA,NA,NA,20.0552,11_April_15,dry
8,watered,776,Hieronymaalchorneoides,tree,-0.59,-1.59,-1,NA,NA,NA,NA,23.6168,10_April_15,dry
8,watered,777,Hieronymaalchorneoides,tree,-0.602,-1.353,-0.751,NA,NA,NA,NA,23.8712,3_April_15,dry
8,watered,781,Huracrepitans,tree,-1.367,-1.577,-0.21,NA,NA,NA,NA,19.928,6_April_15,dry
8,watered,720,Swieteniamacrophylla,tree,-1.309,-2.581,-1.272,NA,NA,NA,NA,21.6664,6_April_15,dry
8,watered,800,Swieteniamacrophylla,tree,-0.765,-3.172,-2.407,NA,NA,NA,NA,22.3448,4_April_15,dry
8,watered,732,Terminaliaamazonia,tree,-1.024,-1.472,-0.448,NA,NA,NA,NA,20.9032,8_April_15,dry
9,watered,899,Callichlamyslatifolia,liana,-0.465,-1.534,-1.069,NA,NA,NA,NA,22.8048,10_April_15,dry
9,watered,831,Davillakunthii,liana,-0.812,-1.947,-1.135,NA,NA,NA,NA,21.4728,8_April_15,dry
9,watered,850,Davillakunthii,liana,-0.342,-2.752,-2.41,NA,NA,NA,NA,26.9784,4_April_15,dry
9,watered,882,Doliocarpusmajor,liana,-0.521,-1.634,-1.113,NA,NA,NA,NA,21.2952,10_April_15,dry
9,watered,890,Doliocarpusmajor,liana,-0.785,-2.892,-2.107,NA,NA,NA,NA,26.0904,4_April_15,dry
9,watered,829,Machaeriummilleflorum,liana,-0.485,-1.687,-1.202,NA,NA,NA,NA,20.9844,7_April_15,dry
9,watered,880,Machaeriummilleflorum,liana,-0.372,-1.05,-0.678,NA,NA,NA,NA,27.0228,4_April_15,dry
9,watered,819,Maripapanamensis,liana,-0.617,-0.676,-0.059,NA,NA,NA,NA,22.7604,11_April_15,dry
9,watered,883,Paulliniapinnata,liana,-0.544,-1.385,-0.841,NA,NA,NA,NA,23.16,11_April_15,dry
9,watered,889,Paulliniapinnata,liana,-0.559,-2.213,-1.654,NA,NA,NA,NA,23.5152,13_April_15,dry
9,watered,838,Hieronymaalchorneoides,tree,-0.627,-1.451,-0.824,NA,NA,NA,NA,24.3144,6_April_15,dry
9,watered,854,Hieronymaalchorneoides,tree,-0.581,-1.224,-0.643,NA,NA,NA,NA,24.3144,10_April_15,dry
9,watered,858,Huracrepitans,tree,-0.961,-1.543,-0.582,NA,NA,NA,NA,25.2024,8_April_15,dry
9,watered,840,Terminaliaamazonia,tree,-0.592,-1.804,-1.212,NA,NA,NA,NA,21.7392,7_April_15,dry
9,watered,870,Terminaliaamazonia,tree,-0.776,-1.22,-0.444,NA,NA,NA,NA,21.162,8_April_15,dry
10,unwatered,904,Callichlamyslatifolia,liana,-0.388,-1.688,-1.3,NA,NA,NA,NA,25.602,3_April_15,dry
10,unwatered,971,Callichlamyslatifolia,liana,-0.167,-1.902,-1.735,NA,NA,NA,NA,22.3608,4_April_15,dry
10,unwatered,912,Davillakunthii,liana,-0.671,-2.234,-1.563,NA,NA,NA,NA,21.7392,13_April_15,dry
10,unwatered,950,Davillakunthii,liana,-0.883,-2.18,-1.297,NA,NA,NA,NA,20.1408,7_April_15,dry
10,unwatered,916,Doliocarpusmajor,liana,-0.736,-1.451,-0.715,NA,NA,NA,NA,20.6292,10_April_15,dry
10,unwatered,920,Doliocarpusmajor,liana,-0.622,-1.801,-1.179,NA,NA,NA,NA,21.9168,14_April_16,dry
10,unwatered,960,Machaeriummilleflorum,liana,-0.7,-1.796,-1.096,NA,NA,NA,NA,20.3184,11_April_15,dry
10,unwatered,969,Machaeriummilleflorum,liana,-0.669,-1.782,-1.113,NA,NA,NA,NA,24.8028,3_April_15,dry
10,unwatered,966,Maripapanamensis,liana,-0.362,-1.7,-1.338,NA,NA,NA,NA,20.5848,6_April_15,dry
10,unwatered,967,Paulliniapinnata,liana,-0.984,-1.481,-0.497,NA,NA,NA,NA,21.2952,7_April_15,dry
10,unwatered,968,Crescentiacujete,tree,-1.062,-2.194,-1.132,NA,NA,NA,NA,20.718,6_April_15,dry
10,unwatered,993,Crescentiacujete,tree,-0.646,-2.004,-1.358,NA,NA,NA,NA,21.2952,10_April_15,dry
